id,lat,long,code
20522203,51.58766,0.058046,87300
20646151,54.534077,-5.859381,55100
20710177,51.52051,-0.12169,47110
20719502,52.03233,-0.69872,56101
20719514,52.238155,-0.881758,43210
20731073,50.745749,-1.883048,82190
20788450,52.0586,1.24918,62020
20829579,51.51468,-0.12361,62020
20840535,51.38692,-2.36938,74909
20864564,50.849311,-1.020568,43210
20867130,53.277871,-2.905242,60200
20875924,51.51205,0.0,62020
20880973,50.918925,-1.442804,87300
20921651,53.465218,-1.329906,43210
20922461,50.92152,-0.13012,01500
20922657,51.880227,-0.41261,80200
20930080,51.49631,0.0,35130
20955117,52.95965,-1.180307,45200
20969063,51.5171,-0.7163,62020
20980213,51.53882,0.05132,62020
20985664,52.69212,-2.71432,64205
20999335,51.79921,1.07771,81300
21000861,51.79542,0.0,62020
21015499,55.940064,-4.157794,56101
21018269,50.82767,-0.37055,71121
21018399,54.29167,-1.28224,01430
21018414,54.860024,-1.423467,43210
21019035,53.006008,-1.432954,31010
21019382,51.88961,0.9642,81300
21019463,52.059148,-0.855727,56101
21019595,52.23966,0.74899,62020
21020047,51.19335,0.27759,62020
21020142,52.63627,-1.15024,47110
21020350,51.52549,0.0,62020
21020351,50.85332,-0.15502,62020
21020386,51.52549,0.0,74909
21020991,51.387821,0.549048,08110
21021081,52.4184,-1.909457,43210
21021162,52.636215,-1.103515,14132
21021467,51.447476,-0.114452,87300
21021586,50.89611,-1.40309,87300
21022047,51.662171,-3.006999,80200
21022586,51.16097,0.85407,81221
21023687,53.332023,-1.466617,62020
21023982,51.579713,-0.333707,61900
21024265,52.613403,1.267754,74909
21024276,51.413041,-0.407066,45200
21024609,53.401057,-3.103823,62020
21025401,50.37362,-4.13212,47110
21025755,50.8336,-0.76185,47789
21026793,51.64512,0.05253,62020
21026918,52.43652,-2.07866,88910
21027189,51.56514,0.11474,43110
21027347,53.27047,-1.22331,55100
21027459,52.559158,-1.874707,47110
21027754,53.49198,-2.21391,62020
21028090,51.70227,0.0,74909
21028356,51.352507,-0.244047,62020
21028840,50.546659,-2.438114,74909
21030611,52.40822,-1.47544,62020
21030989,53.01246,-1.13156,43330
21031021,52.203851,-2.208737,62020
21031092,52.04549,-0.68466,88910
21031341,53.38313,-2.5967,62020
21031619,51.37135,1.13288,47789
21031779,51.519729,-0.10635,62020
21060430,53.444645,-1.46655,43210
21060681,51.59401,-0.2524,56101
21060729,51.44636,-0.16329,81221
21061007,51.460137,-1.016477,45200
21061076,54.52678,-6.07157,86101
21061708,51.51127,0.05714,56101
21062216,51.549862,-0.453795,47110
21062402,51.62078,0.304,62020
21064062,52.35372,0.501,62020
21064158,51.6067,0.0,56101
21064203,53.691547,-1.642192,45200
21064288,52.45683,-1.2166,62020
21064534,51.49559,0.0,62020
21064920,51.4716,0.32772,62020
21065214,51.68374,0.0,45200
21065318,51.52549,0.0,62020
21065327,51.44413,0.06349,46180
21066157,50.75905,-2.0757,62020
21066271,53.39767,-2.35221,74909
21066733,51.52536,-0.128216,88910
21067046,52.8099,-2.70559,43210
21067150,53.5797,-2.37866,43210
21067973,51.39076,1.40398,56101
21068107,51.51468,-0.12361,56101
21069017,52.46236,1.74136,74909
21069074,51.51655,-0.4316,87300
21069163,52.434269,-1.465436,62020
21069188,51.22675,-1.66116,56101
21069760,51.51468,-0.12361,62020
21069817,51.376662,-2.390904,86101
21070028,53.097446,-1.385091,62020
21070266,52.90041,-1.27597,45200
21070429,51.48706,-0.15172,62020
21070529,51.41201,0.01037,62020
21070868,54.71637,-6.196202,74909
21070946,55.811379,-4.350105,43210
21071712,50.927543,-1.279263,46180
21071791,51.105422,-0.170608,62020
21072462,51.52724,0.0,62020
21072800,53.56514,0.0,45200
21072960,51.74476,0.07717,88990
21073585,51.5886,0.0,17220
21074599,53.39767,-2.35221,74909
21075026,53.39767,-2.35221,74909
21077297,52.621248,1.298597,56101
21077473,50.84448,-1.08311,43210
21077551,51.061187,-4.08378,86101
21077755,53.665138,-1.481179,47110
21077972,51.52724,0.0,74909
21078360,53.8959,-1.94807,74901
21079064,50.9832,0.0,46180
21079097,51.5078,-0.10757,23410
21079880,53.338963,-3.00906,43210
21081037,51.4617,-0.30313,56101
21081483,53.573579,-2.573582,43110
21081697,53.95601,-1.09071,35130
21082929,51.375475,0.502699,81300
21083080,55.843357,-4.224293,81300
21083116,56.154686,-3.748894,45200
21083734,51.6316,0.04199,88910
21083753,51.50296,-2.64923,81300
21084280,51.52549,0.0,74909
21084426,51.59788,0.0,56101
21084758,53.187057,-2.892695,56101
21084788,51.51496,0.0,53100
21086011,51.751655,-1.451927,45200
21086261,52.024,-1.13986,81221
21086340,51.258344,-2.184079,56101
21086793,51.51468,-0.12361,47789
21088670,53.02352,-2.16917,45200
21088861,55.624219,-4.50395,86101
21089209,53.745312,-2.414326,88910
21089369,51.68168,0.0,45200
21091092,52.6857,-2.02072,45200
21091214,54.898332,-1.407139,56101
21091297,53.48055,-1.30762,46180
21091397,51.52549,0.0,35130
21092056,51.89393,-4.2715,75000
06115623,50.721005,-1.794464,87300
06220500,51.412064,-2.492526,43210
06307067,52.934733,-1.124244,74909
06353339,53.41685,-2.23161,55100
06480603,51.27285,0.43228,43210
06562504,51.48363,-0.61164,56101
06613129,52.64761,-1.08098,47110
06619915,54.143602,-2.769451,85100
06714814,51.55858,-0.27968,27110
06742456,53.647629,-1.783948,88990
06831762,52.63438,-1.12877,74909
06838737,51.60066,-1.33077,88910
06895736,54.8932,-2.89374,56101
06946762,53.62321,-2.92079,81300
07175577,55.93119,-3.4147,47110
07201969,55.9501,-3.19469,64205
07208960,56.32047,-3.00983,46180
07246501,57.143498,-2.11901,74909
07350556,55.63599,-2.68351,43210
07354248,59.0153,-3.30387,01420
07364061,55.86381,-3.99151,45200
07387570,57.146211,-2.109062,43210
07418439,57.658726,-3.606241,55100
07505047,54.59346,-1.064265,43210
07587530,50.91252,-1.399703,47110
07616929,51.41952,-1.26362,60200
07640549,51.41161,-2.61002,43330
07640992,53.19378,-2.92922,61900
07695209,51.643135,-0.199442,60200
07867042,51.500129,-0.149415,74909
07931741,51.504102,-0.148846,20420
07934055,51.72309,0.46132,74909
07961645,54.190307,-2.963534,74909
07989833,53.531288,-2.109414,43210
08073786,51.85151,-2.13621,45200
08120217,51.5729,0.0,87300
08180312,52.07864,-1.02631,71121
08299219,51.51385,0.0,61900
08382158,50.618682,-3.412959,47789
08399300,51.66615,-4.76687,74909
08429953,51.430591,0.121748,71121
08525560,57.14546,-2.27902,74909
08545028,56.46947,-2.89005,56101
08547186,51.397015,0.111245,46180
08553380,51.559608,0.077142,56101
08558191,51.51349,0.0,64205
08572359,51.85943,-4.30046,88910
08573805,53.743642,-0.387326,74909
08809395,51.561945,0.006223,43210
08843113,51.63397,-3.42101,45200
08936321,51.5219,0.0,45200
08937156,51.45716,-0.95712,74909
08950911,53.388839,-2.641492,74909
09060161,53.49883,-2.2509,86101
09064407,52.82723,-1.61988,81300
09083224,51.34139,-2.96843,45200
09202408,51.432088,-0.377909,43330
09268298,50.85765,0.23652,01430
09347987,54.97034,-2.10146,74909
09395843,51.87858,1.00169,43210
09420565,53.809058,-1.489253,86101
09458840,52.28806,1.12593,88990
09469797,51.44269,-1.60204,82190
09521220,53.39321,-2.37413,74909
09524949,51.42304,-0.1733,81300
13202939,52.473793,-1.907242,47789
13203158,51.51468,-0.12361,60200
13232917,51.506434,-0.146245,74909
13250070,51.54668,-0.15805,56101
13291422,52.64422,-1.10835,43210
13311850,53.18967,-2.89544,56101
13704588,51.51805,-0.13923,74909
13820296,52.037768,0.729114,43210
13853273,51.43,-0.33655,81300
14531496,53.18699,-2.8918,74909
14574650,51.51829,-0.14191,74909
14733307,51.51817,0.0,43110
14784112,51.20309,-0.1673,88910
14849789,51.50102,-0.161014,88990
14852188,51.87503,-1.26586,75000
13570387,51.51509,-0.1362,56101
13687486,52.91726,-1.44625,43210
14590528,50.779255,0.2517,43210
14634263,51.36729,-0.10212,43210
15185598,52.64897,-1.08087,20420
15247894,52.437343,-1.806173,86101
15455356,52.43545,0.24847,81300
15794705,51.51606,0.0,64205
15891721,52.37317,-1.26387,88990
15989782,53.868127,-1.905582,47110
16018271,51.99001,-1.69186,80200
16031551,53.54297,-2.62797,47110
16045101,51.407029,-0.752524,74901
16057804,53.914799,-1.938731,47782
16188534,51.43766,-0.51592,43110
16207579,51.429244,0.055609,56101
16225893,51.793662,-0.660464,43210
16248259,53.48574,-3.04439,85100
16566754,51.518,-0.14486,56101
16792320,51.50907,-0.34944,87200
16793115,55.980457,-3.177549,56101
16849175,54.586181,-5.928611,01500
16935192,52.29444,-1.77907,56101
17017629,54.28283,-1.63767,43210
17371761,51.796089,-3.220123,45200
17531536,50.14852,-5.09488,56101
17591697,51.44145,-0.347807,74909
17626184,51.51277,-0.13749,74909
17646737,52.34952,-2.07566,01621
17787057,51.465328,0.186589,74909
17816684,53.76517,-1.7833,46180
17816969,52.61043,1.72687,55100
17837330,52.593259,-1.819386,80200
18423316,51.363526,-0.113142,81300
18431478,51.52796,-0.11756,74909
18476155,50.75736,-1.70693,01500
18503653,51.61228,-0.64738,56101
18618648,51.61228,-0.64738,56101
18633674,51.51829,-0.14191,87300
18652572,51.54262,0.65453,81300
18704958,53.813158,-1.494142,86101
18776103,52.446622,-2.060375,43210
19281777,52.06318,-0.81004,45200
19291074,52.458137,-2.118755,47789
19438750,55.03596,-1.764448,56101
19492745,50.21206,-5.48118,55100
19530841,53.456762,-2.159506,88910
19539566,52.36571,1.15949,01500
19595065,51.40197,-0.56269,56101
19865206,51.97185,-1.61754,86101
20076373,53.358064,-2.164151,71121
20103161,51.574184,-0.261987,45200
20103245,51.96807,-2.36718,74901
20154660,51.412961,-0.270495,56101
20173710,51.12138,0.0,55100
06950991,51.63663,0.0,74909
10056227,51.34401,0.0,45200
12052070,60.16893,-1.16666,45200
15749932,51.31144,-2.21521,43330
15998209,51.519754,-0.117512,56101
17600398,56.34608,-3.45369,75000
20425850,52.35372,0.501,74909
00044670,51.487722,-0.286053,55100
00751765,53.3373,-2.12476,13960
01585756,53.38124,-1.46447,24100
01511943,52.56618,-2.05809,24100
01665166,51.57548,0.18417,55100
01681727,53.90053,-1.3448,86101
01749991,51.531204,-0.217213,74909
02374344,51.48527,-0.71871,71121
02418207,51.50505,0.0,27110
02528186,53.784005,-1.570151,35130
02682174,53.38868,-2.34709,59133
02731902,50.89511,-1.38246,74909
02747321,52.49247,-3.00398,85100
02824056,51.45733,-2.59511,74909
02858584,54.01593,-1.23591,31010
02888640,51.502048,-0.22727,56101
03162125,51.51182,0.0,74909
03260263,53.38358,-2.74672,74909
03313778,51.51529,-0.10461,24410
03359931,51.45605,-0.19263,56101
03392984,50.781466,-0.687773,47789
03454192,53.560778,-2.630409,45200
03654260,51.51401,-0.10267,74909
03674689,51.191148,-0.812447,81300
03699337,53.73419,-1.52038,47789
03794159,51.88131,0.53746,24100
03898053,51.468756,-0.328119,43210
03909024,51.309459,-0.230556,43210
03915489,52.9068,-1.45222,46180
03972978,52.08541,-1.48454,46180
03998261,51.533327,-2.156729,74909
04139868,51.42476,-1.06967,74909
04143238,52.61275,-1.19294,55100
04145730,52.02639,-0.77335,47110
04153035,51.55627,-1.77857,47789
04159632,53.53787,0.0,43210
04232965,52.23709,-1.50026,87300
04282235,53.23504,-0.53477,08110
04421740,52.585847,-0.716882,56101
04488349,51.59877,-0.11038,87300
04488354,51.52386,-0.11042,87300
04535384,54.46621,-0.67489,45200
04740104,53.47932,-2.23984,86101
04844929,51.55893,0.36288,46770
04928816,52.51459,-1.7091,43110
04939125,52.2439,-4.25522,87300
05124729,51.5209,0.0,74909
05134236,52.634428,-0.743453,74909
05144878,51.7028,-1.37314,81300
05161645,51.463477,0.176811,47789
05170953,53.639152,-2.115273,45200
05257100,51.46318,0.1033,43330
05430260,51.72128,-2.14048,45200
05758969,51.17436,-1.76209,43210
05978184,53.46757,-2.18147,43110
06023308,51.23555,0.50228,13931
06163012,51.60493,-2.52459,01500
06203024,51.39945,0.0,56101
06207689,51.59423,-1.33794,74901
06305032,51.367482,1.304834,45200
06368775,53.97472,-1.12593,45200
06468894,51.81154,0.0,74909
18675645,51.516957,-0.104834,88990
18687423,51.52724,0.0,86101
18688047,51.10586,-0.17449,87300
18688940,58.13582,-6.41251,29202
18698646,54.94989,-1.546623,47110
18703212,55.86606,-4.27592,43210
18704419,53.37065,-1.36623,71121
18716593,55.00087,-1.47556,56101
18759966,51.60766,0.12091,45200
18835705,51.65929,-0.26151,43210
18981756,53.7554,-2.45674,45200
19002555,52.820591,-1.063895,87300
19028237,50.89611,-1.40309,01621
19064754,51.49828,0.0,17220
19248220,52.51725,-1.83242,47110
19261564,54.76735,-1.36046,88990
19265946,50.62826,-4.72528,74909
19280035,51.50419,-0.41285,88990
19311743,52.413941,-1.947083,87200
19312247,52.76904,-1.943608,45200
19325629,57.57346,-3.80593,56101
19331077,55.12718,-1.51341,45200
19334279,51.23364,0.713121,81300
19539771,51.27785,-0.84423,56101
19690946,51.483104,-2.484229,43210
19691441,51.51829,-0.14191,74909
19819290,51.598072,-0.122745,81300
19904464,52.570279,-0.245053,56101
20032105,51.53045,-0.2965,87200
20051905,53.89882,-1.31865,43210
20105467,53.78019,-1.81428,81300
20106769,52.4343,-1.505467,45200
20138901,51.37181,0.72615,87200
20155250,51.490491,-0.162961,88910
20165485,51.51468,-0.12361,86101
20183451,51.51525,0.0,01430
20186586,54.990527,-1.532498,47110
20383292,51.506434,-0.146245,74909
20473201,54.8932,-2.89374,45200
20792010,51.562785,0.21572,56101
20826658,51.480968,-3.220732,74901
21027829,51.58565,0.0,56101
21095064,54.57033,-1.31956,55100
21095105,50.503094,-4.312725,01500
21095510,51.51468,-0.12361,47789
21097088,51.615091,-0.137825,71121
21097575,54.899618,-1.532539,61900
21099898,51.536442,0.017613,43210
21101215,53.7438,-0.37545,47110
21101329,51.0823,-1.86694,46180
01046026,51.5223,-0.14439,88990
01181857,50.99875,-1.33448,47789
01721151,51.84845,-2.59728,61900
01770426,52.254731,-1.161424,87300
01971193,50.847585,-1.168098,46770
02253573,52.83139,-1.17647,47789
02307566,51.39612,0.17517,88990
02396197,50.88451,0.17192,43330
02745861,53.15561,-3.13255,74909
02827046,51.87579,0.55211,61900
03090123,54.26842,-0.93597,74909
03529735,51.51461,-0.10791,88990
